Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,TariffRate,ElectricityBill
18,22,3,11,1,1,Shimla,KEC International,7.7,4142.6
18,22,1,14,1,6,Dahej,Reliance Power,7.6,4096.4
20,22,3,11,1,8,New Delhi,JSW Energy Ltd.,8.5,5346.5
7,22,0,7,1,1,Chennai,Neueon Towers / Sujana Towers Ltd.,8.8,2657.6
10,23,0,22,1,10,Ahmedabad,Jyoti Structure,7.9,5190.3
15,22,3,13,12,6,Mumbai,TransRail Lighting,9.2,6274.4
10,19,3,5,7,2,Nagpur,Sterlite Power Transmission Ltd,8.9,3471
6,22,1,15,1,2,Pune,JSW Energy Ltd.,9.1,4668.3
5,22,1,14,1,10,Navi Mumbai,L&T Transmission & Distribution,9.3,4743
8,18,1,7,1,12,New Delhi,NHPC,8.5,1802
17,22,2,12,1,8,New Delhi,Optibelt Power Transmission India Private Limited,8.5,5227.5
12,22,2,4,1,2,New Delhi,Torrent Power Ltd.,8.5,3204.5
11,23,3,7,1,5,Gurgaon,Guj Ind Power,8.3,5170.9
21,22,2,22,1,3,New Delhi,SJVN Ltd.,8.5,6587.5
12,23,0,18,1,2,Vadodara,Guj Ind Power,7.8,3627
9,22,2,9,1,8,Faridabad,JSW Energy Ltd.,8.1,4268.7
5,19,2,7,1,1,Gurgaon,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.3,2124.8
22,22,1,4,1,3,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,3142.8
14,22,3,20,1,7,Shimla,Tata Power Company Ltd.,7.7,5066.6
15,22,3,15,12,5,Chennai,Neueon Towers / Sujana Towers Ltd.,8.8,5500
11,22,2,19,1,8,New Delhi,Neueon Towers / Sujana Towers Ltd.,8.5,3918.5
14,22,0,13,1,12,Gurgaon,TransRail Lighting,8.3,4025.5
11,22,0,11,12,2,Vadodara,TransRail Lighting,7.8,2784.6
16,23,1,16,1,4,Ahmedabad,NTPC Pvt. Ltd.,7.9,5237.7
23,22,2,22,12,5,Gurgaon,JSW Energy Ltd.,8.3,7577.9
17,23,3,10,12,4,Dahej,Indowind Energy,7.6,5114.8
14,22,1,16,1,5,Faridabad,L&T Transmission & Distribution,8.1,3985.2
7,21,2,5,1,11,Mumbai,Jaiprakash Power,9.2,3201.6
21,22,2,11,1,7,Kolkata,NTPC Pvt. Ltd.,8.7,5794.2
23,23,0,9,12,9,Mumbai,GE T&D India Limited,9.2,5584.4
9,21,0,21,1,3,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.3,3477.7
5,18,2,20,1,8,Hyderabad,Unitech Power Transmission Ltd.,8.4,3578.4
16,22,2,3,12,4,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,5034.8
11,22,1,15,1,1,Vadodara,SJVN Ltd.,7.8,4648.8
9,19,0,12,1,7,Noida,Jyoti Structure,8.2,4108.2
6,19,2,9,1,2,Ahmedabad,SJVN Ltd.,7.9,2377.9
20,23,1,8,1,12,Pune,Bonfiglioli Transmission Pvt. Ltd.,9.1,5150.6
17,22,2,4,12,11,Navi Mumbai,Guj Ind Power,9.3,5245.2
12,23,1,19,1,6,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.1,3904.2
11,23,2,12,1,9,Dahej,Reliance Energy,7.6,4134.4
5,23,1,17,7,9,Navi Mumbai,Optibelt Power Transmission India Private Limited,9.3,5031.3
5,19,2,5,7,4,Ratnagiri,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.4,2072
5,18,0,9,1,12,Shimla,Jyoti Structure,7.7,2972.2
13,22,2,17,1,5,Mumbai,NHPC,9.2,6311.2
8,23,2,20,1,3,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,9.3,4854.6
10,17,3,20,1,8,New Delhi,Sunil Hitech Eng,8.5,3604
5,17,1,3,1,2,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.4,2310
22,23,3,12,1,1,Pune,Tata Power Company Ltd.,9.1,6370
14,23,1,20,1,7,Gurgaon,Reliance Energy,8.3,5146
19,23,0,22,1,5,Kolkata,Orient Green,8.7,5167.8
7,18,1,12,1,2,Pune,GE T&D India Limited,9.1,3703.7
22,23,1,20,12,12,Faridabad,NTPC Pvt. Ltd.,8.1,5726.7
10,23,1,17,1,10,Mumbai,GE T&D India Limited,9.2,4084.8
18,23,0,13,1,4,Faridabad,Jaiprakash Power,8.1,3402
7,22,3,12,1,12,Navi Mumbai,SJVN Ltd.,9.3,5914.8
9,18,1,12,1,8,Ahmedabad,Optibelt Power Transmission India Private Limited,7.9,3586.6
11,23,1,6,1,8,Ahmedabad,Sterlite Power Transmission Ltd,7.9,3626.1
20,23,3,12,1,8,Ratnagiri,Sunil Hitech Eng,7.4,4188.4
15,23,2,18,12,6,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,7.8,4243.2
15,22,0,5,1,11,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.3,2514.9
16,22,0,4,1,6,Ratnagiri,L&T Transmission & Distribution,7.4,2582.6
6,23,1,5,1,6,Navi Mumbai,Tata Power Company Ltd.,9.3,3041.1
9,22,2,20,1,1,Dahej,Indowind Energy,7.6,3830.4
21,23,0,10,12,4,Kolkata,Torrent Power Ltd.,8.7,5263.5
18,22,3,21,1,3,Nagpur,Sunil Hitech Eng,8.9,6603.8
9,18,3,14,7,11,Nagpur,NTPC Pvt. Ltd.,8.9,5375.6
18,22,3,19,1,3,Pune,Power Grid Corp,9.1,6834.1
21,23,1,11,1,12,Ahmedabad,GE T&D India Limited,7.9,5221.9
13,22,2,22,1,3,New Delhi,Sterlite Power Transmission Ltd,8.5,5168
18,23,0,6,12,12,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,5046.8
16,22,2,8,12,4,Chennai,Jaiprakash Power,8.8,4294.4
6,23,3,18,1,5,Nagpur,Reliance Energy,8.9,3933.8
7,22,0,11,1,5,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,3074.4
16,23,0,13,12,10,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,7.8,5288.4
16,22,1,14,1,11,Vadodara,Kalpataru Power,7.8,3221.4
16,23,3,6,1,10,Nagpur,GE T&D India Limited,8.9,3666.8
23,22,0,18,1,6,Chennai,Indowind Energy,8.8,3968.8
21,22,2,19,12,6,Chennai,Sunil Hitech Eng,8.8,6652.8
6,19,2,22,1,7,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.9,3381.2
22,23,0,10,1,6,Hyderabad,Indowind Energy,8.4,3502.8
23,23,0,9,1,12,Nagpur,Guj Ind Power,8.9,3533.3
8,21,2,5,1,12,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,9.2,3293.6
9,22,3,11,1,2,Dahej,Tata Power Company Ltd.,7.6,3830.4
21,23,1,9,1,11,Pune,Sterlite Power Transmission Ltd,9.1,3803.8
10,18,3,22,1,2,Vadodara,Optibelt Power Transmission India Private Limited,7.8,3408.6
19,23,0,16,12,12,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.6,4050.8
5,23,2,21,7,12,Dahej,Adani Power Ltd.,7.6,4484
19,22,3,11,1,12,Navi Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,9.3,5877.6
13,22,2,10,1,12,Faridabad,Torrent Power Ltd.,8.1,4819.5
17,23,1,19,1,2,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.8,5728.8
21,22,0,12,1,4,Ahmedabad,L&T Transmission & Distribution,7.9,3602.4
16,23,2,13,1,4,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.4,5359.2
17,23,1,8,1,12,Ahmedabad,Orient Green,7.9,4416.1
22,22,0,15,1,3,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,7.8,4617.6
19,22,2,3,1,9,Ahmedabad,Reliance Energy,7.9,4653.1
6,22,2,19,1,11,Vadodara,L&T Transmission & Distribution,7.8,3369.6
15,23,2,19,1,7,Pune,Unitech Power Transmission Ltd.,9.1,6652.1
13,23,0,10,12,7,New Delhi,Sterlite Power Transmission Ltd,8.5,5227.5
22,23,2,14,1,8,Faridabad,KEC International,8.1,5054.4
12,23,1,20,12,3,Shimla,Optibelt Power Transmission India Private Limited,7.7,5690.3
23,22,0,17,1,8,Pune,CESC,9.1,6142.5
19,22,1,13,1,7,Faridabad,Sterlite Power Transmission Ltd,8.1,3474.9
8,20,3,16,1,10,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,4226.5
14,22,1,21,1,2,Navi Mumbai,NHPC,9.3,4752.3
21,22,2,4,1,2,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,3655
10,19,0,10,1,12,Dahej,Kalpataru Power,7.6,2971.6
16,23,3,20,1,6,Shimla,Sunil Hitech Eng,7.7,4358.2
12,23,1,8,1,1,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,4633.2
12,23,0,10,1,7,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.8,4778.4
12,23,3,17,1,4,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.9,4676.8
16,23,0,21,1,6,Vadodara,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.8,4251
9,18,2,17,7,1,Noida,Reliance Power,8.2,3591.6
22,22,0,7,12,4,Hyderabad,NHPC,8.4,5653.2
6,23,3,13,1,5,Chennai,Tata Power Company Ltd.,8.8,4197.6
9,18,2,21,7,2,New Delhi,Kalpataru Power,8.5,3604
9,23,3,6,1,8,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,8.1,4309.2
8,20,1,5,1,11,Shimla,NLC India,7.7,1663.2
14,22,0,7,12,5,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,8.1,3839.4
21,22,2,13,1,5,Shimla,KEC International,7.7,5174.4
15,22,3,8,1,3,Nagpur,Orient Green,8.9,4921.7
21,22,1,18,12,5,Nagpur,Tata Power Company Ltd.,8.9,6069.8
12,22,2,14,1,5,New Delhi,Reliance Power,8.5,4675
7,20,2,4,1,6,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,2794.6
20,22,0,14,1,4,Pune,NLC India,9.1,3731
15,23,3,7,1,7,New Delhi,SJVN Ltd.,8.5,5533.5
22,23,3,20,1,12,Ratnagiri,L&T Transmission & Distribution,7.4,4847
19,22,2,5,1,5,Gurgaon,Neueon Towers / Sujana Towers Ltd.,8.3,3154
7,19,3,22,1,10,Faridabad,NLC India,8.1,5394.6
8,20,2,6,7,6,Ratnagiri,KEC International,7.4,2937.8
11,23,3,19,1,5,Vadodara,NLC India,7.8,5553.6
7,18,0,8,1,4,Chennai,CESC,8.8,1909.6
15,22,3,18,1,4,Shimla,Power Grid Corp,7.7,5143.6
19,22,3,5,12,8,Ratnagiri,Reliance Energy,7.4,4625
17,22,1,11,1,5,Faridabad,NLC India,8.1,4641.3
19,22,3,7,1,4,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.9,3417.6
5,19,3,15,1,10,Navi Mumbai,NHPC,9.3,3310.8
15,23,1,12,1,6,Navi Mumbai,GE T&D India Limited,9.3,5459.1
9,22,2,14,1,6,Ahmedabad,Jyoti Structure,7.9,4684.7
8,23,0,8,1,3,Dahej,Bonfiglioli Transmission Pvt. Ltd.,7.6,2219.2
9,19,3,6,1,3,Faridabad,Reliance Power,8.1,3782.7
15,22,1,11,1,6,Nagpur,Unitech Power Transmission Ltd.,8.9,3978.3
17,23,1,17,1,1,Mumbai,KEC International,9.2,5685.6
11,23,0,9,1,9,Gurgaon,Power Grid Corp,8.3,3668.6
12,23,1,7,1,7,Navi Mumbai,Power Grid Corp,9.3,4966.2
15,22,0,12,1,12,Noida,Orient Green,8.2,3796.6
5,17,1,10,1,4,New Delhi,Orient Green,8.5,3434
18,22,0,21,1,1,Shimla,Orient Green,7.7,4265.8
10,18,3,15,1,2,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.9,4108
15,22,2,19,1,9,Ratnagiri,Reliance Power,7.4,3700
14,23,0,19,12,10,Mumbai,Reliance Power,9.2,4912.8
22,23,2,15,1,3,Ahmedabad,Reliance Energy,7.9,4700.5
12,22,3,6,1,2,Kolkata,Reliance Energy,8.7,3784.5
10,20,3,11,7,1,Pune,Orient Green,9.1,6115.2
15,23,2,6,1,5,Mumbai,Optibelt Power Transmission India Private Limited,9.2,4655.2
7,20,1,19,1,5,Noida,Adani Power Ltd.,8.2,2861.8
8,19,2,20,1,6,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.7,3257.1
8,21,0,17,1,3,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,8.7,4463.1
21,22,3,6,1,4,Shimla,Unitech Power Transmission Ltd.,7.7,4797.1
19,22,0,9,12,5,Nagpur,Jyoti Structure,8.9,6078.7
23,22,0,19,1,5,Pune,JSW Energy Ltd.,9.1,5824
12,23,3,9,1,2,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,8.3,4116.8
13,23,1,15,12,11,Kolkata,Jyoti Structure,8.7,4750.2
22,22,0,11,1,10,New Delhi,L&T Transmission & Distribution,8.5,5159.5
21,23,1,15,12,4,Dahej,Jaiprakash Power,7.6,4696.8
11,23,3,20,1,8,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,4676.8
23,22,0,9,1,11,Noida,SJVN Ltd.,8.2,3755.6
7,23,1,12,7,5,Shimla,CESC,7.7,4704.7
13,22,2,20,12,5,Navi Mumbai,Sterlite Power Transmission Ltd,9.3,5440.5
19,23,3,19,1,10,Hyderabad,Kalpataru Power,8.4,4678.8
20,23,3,4,1,2,Gurgaon,Neueon Towers / Sujana Towers Ltd.,8.3,4764.2
11,22,0,4,12,1,Nagpur,NLC India,8.9,5304.4
7,19,3,14,1,4,Navi Mumbai,JSW Energy Ltd.,9.3,5198.7
11,23,0,18,1,4,Hyderabad,Jyoti Structure,8.4,4443.6
12,22,1,18,1,2,Mumbai,Unitech Power Transmission Ltd.,9.2,5437.2
9,19,3,17,1,7,Pune,NTPC Pvt. Ltd.,9.1,3603.6
9,18,2,14,7,8,Pune,Sterlite Power Transmission Ltd,9.1,4085.9
5,23,1,11,1,10,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.3,4739.3
18,23,3,6,1,1,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,5031.6
10,19,2,12,1,6,Pune,Power Grid Corp,9.1,2739.1
21,23,0,21,1,3,Kolkata,Optibelt Power Transmission India Private Limited,8.7,4158.6
12,23,1,11,1,1,Chennai,Jyoti Structure,8.8,4197.6
5,20,0,14,1,7,Noida,Guj Ind Power,8.2,4034.4
6,22,2,9,1,6,Nagpur,Orient Green,8.9,5064.1
20,22,1,10,1,11,Shimla,NHPC,7.7,4704.7
6,17,0,15,1,12,Pune,KEC International,9.1,4049.5
15,22,2,10,1,5,Gurgaon,NTPC Pvt. Ltd.,8.3,4506.9
14,23,0,20,1,9,Vadodara,Unitech Power Transmission Ltd.,7.8,4266.6
8,23,2,22,1,7,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,8.7,5289.6
18,22,2,7,12,5,Chennai,Optibelt Power Transmission India Private Limited,8.8,5174.4
11,23,1,8,1,11,Noida,L&T Transmission & Distribution,8.2,4182
9,18,0,21,1,8,Noida,JSW Energy Ltd.,8.2,2681.4
18,23,2,7,1,11,Gurgaon,CESC,8.3,3901
22,22,0,14,1,3,Nagpur,JSW Energy Ltd.,8.9,3657.9
18,22,2,14,12,8,Mumbai,L&T Transmission & Distribution,9.2,5308.4
19,22,3,16,1,11,Shimla,Reliance Energy,7.7,5467
23,22,2,7,1,11,Gurgaon,NTPC Pvt. Ltd.,8.3,3975.7
10,18,3,16,1,5,Nagpur,GE T&D India Limited,8.9,3604.5
13,22,1,13,12,9,Vadodara,Jyoti Structure,7.8,5343
5,18,1,6,7,10,Ahmedabad,Orient Green,7.9,2630.7
15,23,0,3,1,6,Gurgaon,Optibelt Power Transmission India Private Limited,8.3,2207.8
10,20,3,5,1,1,Shimla,JSW Energy Ltd.,7.7,3103.1
12,22,0,6,1,1,Kolkata,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.7,3358.2
8,23,2,8,1,7,Nagpur,Orient Green,8.9,4930.6
16,22,3,14,1,10,Pune,Optibelt Power Transmission India Private Limited,9.1,4277
7,17,1,21,1,2,Faridabad,GE T&D India Limited,8.1,3499.2
9,21,0,17,1,9,Navi Mumbai,Adani Power Ltd.,9.3,3599.1
16,22,1,10,1,5,Dahej,Tata Power Company Ltd.,7.6,3351.6
22,22,2,12,1,5,Shimla,Reliance Energy,7.7,5128.2
5,19,0,4,1,3,Pune,Optibelt Power Transmission India Private Limited,9.1,3767.4
17,23,1,5,1,6,Nagpur,Unitech Power Transmission Ltd.,8.9,3889.3
20,23,2,20,1,4,Ahmedabad,Unitech Power Transmission Ltd.,7.9,4890.1
15,22,1,6,12,9,Dahej,CESC,7.6,4225.6
18,23,2,5,1,9,Nagpur,Sunil Hitech Eng,8.9,4156.3
17,22,3,9,1,5,Vadodara,Jyoti Structure,7.8,5148
12,23,2,7,12,8,Hyderabad,NHPC,8.4,4737.6
7,20,0,5,1,2,Gurgaon,Sterlite Power Transmission Ltd,8.3,2722.4
13,23,1,3,1,10,Navi Mumbai,CESC,9.3,2892.3
21,23,2,16,1,3,Vadodara,KEC International,7.8,3767.4
9,18,0,4,7,6,Noida,Guj Ind Power,8.2,2197.6
15,23,3,14,12,12,Vadodara,Optibelt Power Transmission India Private Limited,7.8,6333.6
17,23,3,12,1,11,Kolkata,Kalpataru Power,8.7,4976.4
13,22,2,14,1,2,Noida,JSW Energy Ltd.,8.2,4501.8
17,23,1,12,12,9,Navi Mumbai,NLC India,9.3,4659.3
17,22,3,15,1,2,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.4,4551
20,22,3,6,1,5,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,3477.6
21,23,0,21,1,11,Mumbai,Power Grid Corp,9.2,5584.4
17,22,2,21,1,1,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),9.3,7012.2
11,22,1,11,1,3,Mumbai,NHPC,9.2,3680
21,23,2,6,1,11,Faridabad,Sterlite Power Transmission Ltd,8.1,4438.8
8,20,1,11,1,8,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,3270.6
15,22,1,8,1,9,Nagpur,Tata Power Company Ltd.,8.9,4094
19,23,3,15,12,11,Vadodara,Tata Power Company Ltd.,7.8,5124.6
12,22,0,21,1,5,Faridabad,Kalpataru Power,8.1,4341.6
10,23,2,19,1,4,Shimla,NLC India,7.7,3634.4
11,22,2,7,12,9,Chennai,Optibelt Power Transmission India Private Limited,8.8,5139.2
15,23,2,14,1,9,Ratnagiri,Jyoti Structure,7.4,5024.6
9,20,1,5,1,4,Mumbai,JSW Energy Ltd.,9.2,2842.8
21,23,0,12,1,1,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,4120.7
13,22,2,3,1,11,Dahej,CESC,7.6,2416.8
10,21,1,13,1,10,New Delhi,GE T&D India Limited,8.5,3612.5
23,23,0,11,1,10,Noida,Ringfeder Power Transmission India Pvt. Ltd.,8.2,4657.6
11,22,2,11,1,7,Gurgaon,Neueon Towers / Sujana Towers Ltd.,8.3,2996.3
22,22,2,10,1,2,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,8.9,5144.2
10,20,2,22,1,2,Shimla,Jaiprakash Power,7.7,2872.1
7,18,1,22,1,6,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,7.8,4648.8
9,18,3,13,7,10,Kolkata,NLC India,8.7,5733.3
13,22,1,5,12,6,Ahmedabad,Torrent Power Ltd.,7.9,4234.4
9,22,1,6,7,12,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,4105.5
20,23,3,15,1,8,Noida,JSW Energy Ltd.,8.2,4198.4
10,20,0,8,1,8,Gurgaon,SJVN Ltd.,8.3,2431.9
15,22,0,21,1,5,Mumbai,Tata Power Company Ltd.,9.2,4388.4
21,22,0,5,1,4,Dahej,KEC International,7.6,2910.8
11,22,1,11,1,12,Navi Mumbai,NLC India,9.3,3840.9
22,22,3,5,1,5,New Delhi,Adani Power Ltd.,8.5,5040.5
14,22,2,9,1,2,Nagpur,KEC International,8.9,4725.9
10,23,3,14,1,12,Mumbai,Power Grid Corp,9.2,5998.4
8,23,1,19,1,1,Dahej,TransRail Lighting,7.6,5023.6
11,22,0,15,12,8,Nagpur,Kalpataru Power,8.9,5553.6
19,23,0,5,12,5,Ahmedabad,Reliance Energy,7.9,3973.7
17,23,3,16,1,4,New Delhi,KEC International,8.5,3986.5
7,19,0,16,1,2,Kolkata,Jyoti Structure,8.7,3941.1
10,18,1,11,1,9,Hyderabad,Jaiprakash Power,8.4,3351.6
15,23,0,14,12,5,Vadodara,Reliance Energy,7.8,4290
11,23,1,19,12,9,Chennai,Power Grid Corp,8.8,5579.2
15,22,2,4,1,5,Noida,Torrent Power Ltd.,8.2,4305
20,22,1,19,1,12,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.4,5854.8
8,19,0,11,7,5,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.9,3673.5
22,22,0,20,1,1,Chennai,CESC,8.8,5755.2
15,22,0,14,1,9,Mumbai,Reliance Energy,9.2,5501.6
23,22,2,9,1,6,Vadodara,Power Grid Corp,7.8,4789.2
6,18,3,21,1,11,Mumbai,Orient Green,9.2,3735.2
20,22,0,22,12,10,Mumbai,Kalpataru Power,9.2,6936.8
13,22,3,19,12,6,Shimla,Indowind Energy,7.7,5775
9,17,3,18,1,10,Ahmedabad,Torrent Power Ltd.,7.9,4084.3
12,22,2,22,1,11,Chennai,NHPC,8.8,5174.4
21,23,2,18,1,7,Chennai,Reliance Energy,8.8,6468
20,22,3,9,1,5,Ahmedabad,Unitech Power Transmission Ltd.,7.9,4210.7
16,22,3,17,1,5,Pune,KEC International,9.1,5833.1
9,20,1,14,7,9,New Delhi,Orient Green,8.5,4479.5
22,23,3,8,12,3,New Delhi,Jyoti Structure,8.5,6494
16,22,2,9,12,11,New Delhi,Reliance Energy,8.5,4190.5
5,23,2,6,1,10,Hyderabad,NHPC,8.4,3519.6
14,22,1,5,1,12,Shimla,Neueon Towers / Sujana Towers Ltd.,7.7,3164.7
7,23,2,18,1,3,New Delhi,Indowind Energy,8.5,5627
20,22,0,13,1,7,Chennai,KEC International,8.8,4048
10,19,2,3,7,11,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,9.2,2999.2
11,22,3,8,1,1,Vadodara,Sterlite Power Transmission Ltd,7.8,3736.2
7,21,0,5,1,1,New Delhi,Sterlite Power Transmission Ltd,8.5,3544.5
8,21,1,15,1,4,Nagpur,Reliance Power,8.9,5081.9
16,23,1,3,12,6,Ahmedabad,Torrent Power Ltd.,7.9,4945.4
21,23,3,18,1,4,Faridabad,Unitech Power Transmission Ltd.,8.1,4203.9
12,23,1,7,1,9,Hyderabad,Unitech Power Transmission Ltd.,8.4,3855.6
19,23,1,14,1,1,Ahmedabad,NTPC Pvt. Ltd.,7.9,5142.9
10,17,2,12,1,3,Nagpur,Jyoti Structure,8.9,2625.5
14,23,3,17,1,8,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.3,6042.4
5,18,3,14,1,10,Noida,Jyoti Structure,8.2,3304.6
8,18,0,20,7,8,Dahej,Jaiprakash Power,7.6,3002
8,23,0,22,1,10,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,8.4,3838.8
17,23,1,13,1,2,Navi Mumbai,Indowind Energy,9.3,3292.2
17,22,3,4,1,12,New Delhi,Torrent Power Ltd.,8.5,5040.5
13,22,1,10,1,10,Hyderabad,Adani Power Ltd.,8.4,4426.8
12,22,0,8,1,11,Chennai,Reliance Power,8.8,2921.6
10,20,0,12,1,8,Navi Mumbai,GE T&D India Limited,9.3,3403.8
16,22,3,20,1,4,Kolkata,Kalpataru Power,8.7,5446.2
6,17,3,15,1,10,Vadodara,Sunil Hitech Eng,7.8,3432
7,21,1,19,1,6,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,9.3,3292.2
12,22,2,4,1,2,Shimla,GE T&D India Limited,7.7,2748.9
20,22,2,17,1,8,Shimla,Kalpataru Power,7.7,4350.5
9,20,0,17,7,12,Faridabad,Jaiprakash Power,8.1,4503.6
12,23,1,22,1,11,Faridabad,Power Grid Corp,8.1,3717.9
9,21,3,15,1,6,Mumbai,Neueon Towers / Sujana Towers Ltd.,9.2,3670.8
8,23,3,9,1,3,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.6,3997.6
15,23,1,21,1,2,Gurgaon,JSW Energy Ltd.,8.3,4913.6
6,17,2,14,1,7,Faridabad,Orient Green,8.1,3199.5
10,19,3,22,7,12,Ratnagiri,NTPC Pvt. Ltd.,7.4,4040.4
10,17,2,20,7,9,Ratnagiri,Orient Green,7.4,4084.8
16,22,3,3,1,12,Mumbai,Torrent Power Ltd.,9.2,5529.2
21,23,0,6,1,12,Chennai,Orient Green,8.8,5104
20,23,1,16,1,4,Gurgaon,Kalpataru Power,8.3,5801.7
9,20,3,21,1,4,Pune,Bonfiglioli Transmission Pvt. Ltd.,9.1,5296.2
14,23,3,16,1,11,Ahmedabad,CESC,7.9,4582
21,22,3,21,1,7,Chennai,KEC International,8.8,6063.2
16,22,3,14,12,10,Chennai,NLC India,8.8,6327.2
8,23,3,11,7,5,Mumbai,NLC India,9.2,4314.8
14,23,3,15,1,1,Dahej,Adani Power Ltd.,7.6,4286.4
5,21,0,5,1,10,Shimla,Reliance Power,7.7,2433.2
13,23,2,11,1,1,Nagpur,NLC India,8.9,3524.4
20,22,3,6,12,11,Pune,Ringfeder Power Transmission India Pvt. Ltd.,9.1,6470.1
17,23,3,7,1,6,Noida,Torrent Power Ltd.,8.2,4206.6
23,22,1,9,12,1,Pune,GE T&D India Limited,9.1,4832.1
13,22,3,18,1,4,Mumbai,Jyoti Structure,9.2,6596.4
16,22,1,15,1,1,Pune,Ringfeder Power Transmission India Pvt. Ltd.,9.1,5824
16,22,0,14,1,1,Ahmedabad,GE T&D India Limited,7.9,3270.6
23,22,3,11,1,5,Noida,Adani Power Ltd.,8.2,4296.8
15,23,2,16,1,11,Vadodara,Reliance Energy,7.8,3822
20,23,1,20,12,10,Dahej,CESC,7.6,6422
22,23,0,19,1,8,New Delhi,Tata Power Company Ltd.,8.5,5108.5
9,20,0,20,1,9,Dahej,Unitech Power Transmission Ltd.,7.6,4172.4
18,22,2,20,1,5,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.7,4402.2
8,18,2,11,1,5,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,3697.5
22,23,1,13,12,10,Mumbai,GE T&D India Limited,9.2,7314
8,23,2,5,1,9,Pune,Torrent Power Ltd.,9.1,4358.9
22,22,3,5,1,3,Hyderabad,TransRail Lighting,8.4,4914
19,23,0,3,1,12,Faridabad,Tata Power Company Ltd.,8.1,3126.6
21,23,3,7,1,7,New Delhi,NTPC Pvt. Ltd.,8.5,5678
9,22,3,11,7,7,Ratnagiri,SJVN Ltd.,7.4,4033
